season,week,celebrity_name,judge_score,est_vote_share,est_votes_count,Judge Rank,Fan Rank,Rank Sum,Place (Rank System),Judge Pct,Fan Pct,Total Pct,Place (Percent System)
2,2,Jerry Rice,23.0,0.11340761305164483,1587706,4.0,4.0,8.0,3,0.115,0.11340761305164483,0.22840761305164484,4
2,2,Giselle Fernandez,24.0,0.10946075012582517,1532450,3.0,8.0,11.0,8,0.12,0.10946075012582517,0.22946075012582517,3
2,2,Master P,16.0,0.11747649251253117,1644670,9.0,1.0,10.0,5,0.08,0.11747649251253117,0.1974764925125312,8
2,2,Drew Lachey,27.0,0.11013104781281853,1541834,2.0,7.0,9.0,4,0.135,0.11013104781281853,0.24513104781281853,2
2,3,Tia Carrere,26.0,0.1285895451786004,1800253,3.0,5.0,8.0,4,0.14285714285714285,0.1285895451786004,0.27144668803574323,1
2,3,George Hamilton,22.0,0.13312339373561977,1863727,5.0,2.0,7.0,1,0.12087912087912088,0.13312339373561977,0.25400251461474066,5
2,3,Lisa Rinna,25.0,0.13195036981898475,1847305,4.0,3.0,7.0,2,0.13736263736263737,0.13195036981898475,0.2693130071816221,4
2,3,Stacy Keibler,27.0,0.12275991309360787,1718638,1.0,7.0,8.0,5,0.14835164835164835,0.12275991309360787,0.2711115614452562,3
2,3,Jerry Rice,19.0,0.13088853413659451,1832439,7.0,4.0,11.0,7,0.1043956043956044,0.13088853413659451,0.23528413853219893,6
2,3,Giselle Fernandez,22.0,0.09504150841220811,1330581,5.0,8.0,13.0,8,0.12087912087912088,0.09504150841220811,0.215920629291329,7
2,3,Master P,14.0,0.13460747109901247,1884504,8.0,1.0,9.0,6,0.07692307692307693,0.13460747109901247,0.2115305480220894,8
2,3,Drew Lachey,27.0,0.12303926452537224,1722549,1.0,6.0,7.0,3,0.14835164835164835,0.12303926452537224,0.2713909128770206,2
2,4,Tia Carrere,25.0,0.14633436520053877,2048681,4.0,4.0,8.0,5,0.15822784810126583,0.14633436520053877,0.3045622133018046,3
2,4,George Hamilton,21.0,0.15013282347536464,2101859,6.0,1.0,7.0,3,0.13291139240506328,0.15013282347536464,0.28304421588042794,6
2,4,Lisa Rinna,26.0,0.14790670319928007,2070693,2.0,2.0,4.0,1,0.16455696202531644,0.14790670319928007,0.3124636652245965,2
2,4,Stacy Keibler,26.0,0.13702423173510586,1918339,2.0,6.0,8.0,6,0.16455696202531644,0.13702423173510586,0.3015811937604223,4
2,4,Jerry Rice,24.0,0.14683833418223913,2055736,5.0,3.0,8.0,4,0.1518987341772152,0.14683833418223913,0.29873706835945435,5
2,4,Master P,8.0,0.13458024144747424,1884123,7.0,7.0,14.0,7,0.05063291139240506,0.13458024144747424,0.1852131528398793,7
2,4,Drew Lachey,28.0,0.13718330075999632,1920566,1.0,5.0,6.0,2,0.17721518987341772,0.13718330075999632,0.3143984906334141,1
2,5,Tia Carrere,22.0,0.1652208567758127,2313091,6.0,4.0,10.0,6,0.1456953642384106,0.1652208567758127,0.3109162210142233,6
2,5,George Hamilton,24.0,0.17309580961218685,2423341,4.0,1.0,5.0,1,0.15894039735099338,0.17309580961218685,0.33203620696318026,4
2,5,Lisa Rinna,25.0,0.1722474839190708,2411464,3.0,2.0,5.0,2,0.16556291390728478,0.1722474839190708,0.3378103978263556,3
2,5,Stacy Keibler,30.0,0.16008644843995826,2241210,1.0,6.0,7.0,4,0.1986754966887417,0.16008644843995826,0.35876194512869997,1
2,5,Jerry Rice,23.0,0.1692080046072285,2368912,5.0,3.0,8.0,5,0.152317880794702,0.1692080046072285,0.3215258854019305,5
2,5,Drew Lachey,27.0,0.16014139664574276,2241979,2.0,5.0,7.0,3,0.17880794701986755,0.16014139664574276,0.3389493436656103,2
2,6,George Hamilton,23.0,0.19993465206790512,2799085,4.0,3.0,7.0,5,0.17293233082706766,0.19993465206790512,0.3728669828949728,5
2,6,Lisa Rinna,27.0,0.20920208963182513,2928829,3.0,1.0,4.0,1,0.20300751879699247,0.20920208963182513,0.4122096084288176,3
2,6,Stacy Keibler,30.0,0.19322327940408407,2705125,1.0,5.0,6.0,4,0.22556390977443608,0.19322327940408407,0.41878718917852015,2
2,6,Jerry Rice,23.0,0.20262314591017577,2836724,4.0,2.0,6.0,3,0.17293233082706766,0.20262314591017577,0.37555547673724343,4
2,6,Drew Lachey,30.0,0.1950168329860093,2730235,1.0,4.0,5.0,2,0.22556390977443608,0.1950168329860093,0.4205807427604454,1
2,7,Lisa Rinna,26.5,0.25878741327496024,3623023,3.0,1.0,4.0,1,0.25980392156862747,0.25878741327496024,0.5185913348435878,1
2,7,Stacy Keibler,27.5,0.2448212748167889,3427497,1.0,3.0,4.0,2,0.2696078431372549,0.2448212748167889,0.5144291179540438,2
2,7,Jerry Rice,20.5,0.2521981003586699,3530773,4.0,2.0,6.0,4,0.20098039215686275,0.2521981003586699,0.45317849251553266,4
2,7,Drew Lachey,27.5,0.2441932115495814,3418704,1.0,4.0,5.0,3,0.2696078431372549,0.2441932115495814,0.5138010546868363,3
2,8,Stacy Keibler,28.6665,0.3298656215594869,4618118,2.0,2.0,4.0,2,0.33992071896021603,0.3298656215594869,0.6697863405197029,2
2,8,Jerry Rice,26.666600000000003,0.3406449284685175,4769028,3.0,1.0,4.0,1,0.31620636785880724,0.3406449284685175,0.6568512963273248,3
2,8,Drew Lachey,28.9998,0.32948944997199703,4612852,1.0,3.0,4.0,3,0.34387291318097685,0.32948944997199703,0.6733623631529739,1
3,1,Harry Hamlin,17.0,0.09593200889280441,1343048,8.0,1.0,9.0,2,0.08018867924528301,0.09593200889280441,0.17612068813808743,8
3,1,Vivica A. Fox,22.0,0.09156428918505356,1281900,3.0,8.0,11.0,4,0.10377358490566038,0.09156428918505356,0.19533787409071396,4
3,1,Monique Coleman,19.0,0.09243850496902163,1294139,6.0,6.0,12.0,7,0.08962264150943396,0.09243850496902163,0.1820611464784556,6
3,1,Joey Lawrence,21.0,0.09213926642289419,1289949,5.0,7.0,12.0,8,0.09905660377358491,0.09213926642289419,0.1911958701964791,5
3,1,Mario Lopez,26.0,0.09134735598011921,1278862,1.0,9.0,10.0,3,0.12264150943396226,0.09134735598011921,0.21398886541408146,1
3,1,Emmitt Smith,24.0,0.09074048239575627,1270366,2.0,10.0,12.0,9,0.11320754716981132,0.09074048239575627,0.2039480295655676,2
3,1,Shanna Moakler,18.0,0.0929220771979453,1300909,7.0,5.0,12.0,6,0.08490566037735849,0.0929220771979453,0.1778277375753038,7
3,1,Willa Ford,22.0,0.09544073307025583,1336170,3.0,3.0,6.0,1,0.10377358490566038,0.09544073307025583,0.1992143179759162,3
3,1,Sara Evans,15.0,0.09588632907940971,1342408,10.0,2.0,12.0,5,0.07075471698113207,0.09588632907940971,0.16664104606054178,10
3,1,Jerry Springer,16.0,0.09474903457242422,1326486,9.0,4.0,13.0,10,0.07547169811320754,0.09474903457242422,0.17022073268563176,9
3,1,Tucker Carlson,12.0,0.06683991823431608,935758,11.0,11.0,22.0,11,0.05660377358490566,0.06683991823431608,0.12344369181922174,11
3,2,Harry Hamlin,21.0,0.10862484721565696,1520747,7.0,1.0,8.0,2,0.09130434782608696,0.10862484721565696,0.19992919504174392,6
3,2,Vivica A. Fox,24.0,0.10108044599002969,1415126,3.0,6.0,9.0,5,0.10434782608695652,0.10108044599002969,0.20542827207698622,3
3,2,Monique Coleman,26.0,0.10184102651493371,1425774,2.0,5.0,7.0,1,0.11304347826086956,0.10184102651493371,0.2148845047758033,2
3,2,Joey Lawrence,29.0,0.09957747183865352,1394084,1.0,9.0,10.0,6,0.12608695652173912,0.09957747183865352,0.22566442836039263,1
3,2,Mario Lopez,21.0,0.10047353968180878,1406629,7.0,7.0,14.0,9,0.09130434782608696,0.10047353968180878,0.19177788750789573,8
3,2,Emmitt Smith,24.0,0.10035156038957359,1404921,3.0,8.0,11.0,7,0.10434782608695652,0.10035156038957359,0.2046993864765301,4
3,2,Shanna Moakler,22.0,0.07422622311486216,1039167,6.0,10.0,16.0,10,0.09565217391304348,0.07422622311486216,0.16987839702790564,10
3,2,Willa Ford,23.0,0.10368639244944308,1451609,5.0,4.0,9.0,4,0.1,0.10368639244944308,0.2036863924494431,5
3,2,Sara Evans,21.0,0.10601270366032937,1484177,7.0,2.0,9.0,3,0.09130434782608696,0.10601270366032937,0.19731705148641632,7
3,2,Jerry Springer,19.0,0.10412578914470892,1457761,10.0,3.0,13.0,8,0.08260869565217391,0.10412578914470892,0.18673448479688282,9
3,3,Harry Hamlin,22.0,0.08238031308628874,1153324,4.0,9.0,13.0,8,0.10628019323671498,0.08238031308628874,0.1886605063230037,9
3,3,Vivica A. Fox,27.0,0.10892799537753962,1524991,1.0,8.0,9.0,6,0.13043478260869565,0.10892799537753962,0.2393627779862353,3
3,3,Monique Coleman,27.0,0.11083216069494717,1551650,1.0,7.0,8.0,4,0.13043478260869565,0.11083216069494717,0.24126694330364282,1
3,3,Joey Lawrence,22.0,0.11258956085565833,1576253,4.0,6.0,10.0,7,0.10628019323671498,0.11258956085565833,0.2188697540923733,7
3,3,Mario Lopez,22.0,0.11456835269311419,1603956,4.0,4.0,8.0,3,0.10628019323671498,0.11456835269311419,0.22084854592982917,6
3,3,Emmitt Smith,19.0,0.11395655381127259,1595391,9.0,5.0,14.0,9,0.09178743961352658,0.11395655381127259,0.20574399342479915,8
3,3,Willa Ford,22.0,0.11731198786487203,1642367,4.0,3.0,7.0,2,0.10628019323671498,0.11731198786487203,0.22359218110158702,4
3,3,Sara Evans,25.0,0.11866787453663999,1661350,3.0,2.0,5.0,1,0.12077294685990338,0.11866787453663999,0.23944082139654338,2
3,3,Jerry Springer,21.0,0.12076520107966753,1690712,8.0,1.0,9.0,5,0.10144927536231885,0.12076520107966753,0.22221447644198639,5
3,4,Vivica A. Fox,24.0,0.09292961009227953,1301014,4.0,8.0,12.0,8,0.12121212121212122,0.09292961009227953,0.21414173130440073,8
3,4,Monique Coleman,24.0,0.1255390260832825,1757546,4.0,7.0,11.0,7,0.12121212121212122,0.1255390260832825,0.2467511472954037,6
3,4,Joey Lawrence,27.0,0.12589561370912164,1762538,3.0,6.0,9.0,5,0.13636363636363635,0.12589561370912164,0.26225925007275797,3
3,4,Mario Lopez,29.0,0.12707050688898555,1778987,1.0,5.0,6.0,2,0.14646464646464646,0.12707050688898555,0.273535153353632,1
3,4,Emmitt Smith,24.0,0.13056537123932518,1827915,4.0,3.0,7.0,3,0.12121212121212122,0.13056537123932518,0.2517774924514464,4
3,4,Willa Ford,28.0,0.12847250965149284,1798615,2.0,4.0,6.0,1,0.1414141414141414,0.12847250965149284,0.26988665106563425,2
3,4,Sara Evans,20.0,0.133794153752636,1873118,8.0,2.0,10.0,6,0.10101010101010101,0.133794153752636,0.23480425476273703,7
3,4,Jerry Springer,22.0,0.13573320858287644,1900264,7.0,1.0,8.0,4,0.1111111111111111,0.13573320858287644,0.24684431969398754,5
3,5,Monique Coleman,27.0,0.14189128611983456,1986478,1.0,6.0,7.0,4,0.14917127071823205,0.14189128611983456,0.2910625568380666,4
3,5,Joey Lawrence,25.0,0.15154812048536917,2121673,5.0,3.0,8.0,6,0.13812154696132597,0.15154812048536917,0.28966966744669514,5
3,5,Mario Lopez,27.0,0.14618928726190114,2046650,1.0,5.0,6.0,2,0.14917127071823205,0.14618928726190114,0.29536055798013316,2
3,5,Emmitt Smith,27.0,0.14696266166591435,2057477,1.0,4.0,5.0,1,0.14917127071823205,0.14696266166591435,0.2961339323841464,1
3,5,Willa Ford,27.0,0.0959437277242898,1343212,1.0,7.0,8.0,7,0.14917127071823205,0.0959437277242898,0.24511499844252185,7
3,5,Sara Evans,24.0,0.1568120998133964,2195369,6.0,2.0,8.0,5,0.13259668508287292,0.1568120998133964,0.2894087848962693,6
3,5,Jerry Springer,24.0,0.16065281692929498,2249139,6.0,1.0,7.0,3,0.13259668508287292,0.16065281692929498,0.29324950201216793,3
3,6,Monique Coleman,23.0,0.19352923996537003,2709409,4.0,5.0,9.0,5,0.19491525423728814,0.19352923996537003,0.38844449420265814,4
3,6,Joey Lawrence,24.0,0.2007013762616022,2809819,3.0,2.0,5.0,1,0.2033898305084746,0.2007013762616022,0.4040912067700768,3
3,6,Mario Lopez,28.0,0.19631801135193014,2748452,1.0,4.0,5.0,3,0.23728813559322035,0.19631801135193014,0.4336061469451505,1
3,6,Emmitt Smith,25.0,0.19904899121118788,2786685,2.0,3.0,5.0,2,0.211864406779661,0.19904899121118788,0.4109133979908489,2
3,6,Jerry Springer,18.0,0.21040238120990973,2945633,5.0,1.0,6.0,4,0.15254237288135594,0.21040238120990973,0.3629447540912657,5
3,7,Monique Coleman,27.0,0.19492233612284057,2728912,4.0,5.0,9.0,5,0.2,0.19492233612284057,0.39492233612284056,4
3,7,Joey Lawrence,28.5,0.20191166011659678,2826763,1.0,2.0,3.0,1,0.2111111111111111,0.20191166011659678,0.4130227712277079,1
3,7,Mario Lopez,28.0,0.19728334998275437,2761966,3.0,4.0,7.0,4,0.2074074074074074,0.19728334998275437,0.4046907573901618,3
3,7,Emmitt Smith,28.5,0.20131652402277486,2818431,1.0,3.0,4.0,2,0.2111111111111111,0.20131652402277486,0.412427635133886,2
3,7,Jerry Springer,23.0,0.20456612975503333,2863925,5.0,1.0,6.0,3,0.17037037037037037,0.20456612975503333,0.3749365001254037,5
3,8,Monique Coleman,26.5,0.24353371337414956,3409471,4.0,4.0,8.0,4,0.24311926605504589,0.24353371337414956,0.48665297942919544,4
3,8,Joey Lawrence,27.0,0.2554804426789674,3576726,2.0,1.0,3.0,1,0.24770642201834864,0.2554804426789674,0.5031868646973161,2
3,8,Mario Lopez,28.5,0.24781017935585462,3469342,1.0,3.0,4.0,3,0.26146788990825687,0.24781017935585462,0.5092780692641115,1
3,8,Emmitt Smith,27.0,0.25317566459102997,3544459,2.0,2.0,4.0,2,0.24770642201834864,0.25317566459102997,0.5008820866093786,3
3,9,Joey Lawrence,29.5,0.33628937750074445,4708051,1.0,2.0,3.0,2,0.3333333333333333,0.33628937750074445,0.6696227108340778,2
3,9,Mario Lopez,29.5,0.3274040462342324,4583656,1.0,3.0,4.0,3,0.3333333333333333,0.3274040462342324,0.6607373795675657,3
3,9,Emmitt Smith,29.5,0.33630657626502275,4708292,1.0,1.0,2.0,1,0.3333333333333333,0.33630657626502275,0.6696399095983561,1
3,10,Mario Lopez,29.666600000000003,0.4968450599856745,6955830,1.0,2.0,3.0,2,0.5,0.4968450599856745,0.9968450599856745,2
3,10,Emmitt Smith,29.666600000000003,0.5031549400143254,7044169,1.0,1.0,2.0,1,0.5,0.5031549400143254,1.0031549400143254,1
4,1,John Ratzenberger,17.0,0.09032220942177238,1264510,8.0,9.0,17.0,10,0.0825242718446602,0.09032220942177238,0.1728464812664326,8
4,1,Ian Ziering,21.0,0.09186610203392323,1286125,3.0,2.0,5.0,1,0.10194174757281553,0.09186610203392323,0.19380784960673875,3
4,1,Clyde Drexler,16.0,0.09235163621137535,1292922,9.0,1.0,10.0,5,0.07766990291262135,0.09235163621137535,0.1700215391239967,9
4,1,Laila Ali,23.0,0.09063288144230186,1268860,2.0,6.0,8.0,3,0.11165048543689321,0.09063288144230186,0.20228336687919507,2
4,1,Apolo Anton Ohno,21.0,0.09103919496213933,1274548,3.0,4.0,7.0,2,0.10194174757281553,0.09103919496213933,0.19298094253495485,4
4,1,Shandi Finnessey,19.0,0.08980629425059222,1257288,5.0,11.0,16.0,9,0.09223300970873786,0.08980629425059222,0.1820393039593301,6
4,1,Paulina Porizkova,19.0,0.0905100871064068,1267141,5.0,8.0,13.0,6,0.09223300970873786,0.0905100871064068,0.18274309681514467,5
4,1,Heather Mills,18.0,0.0903082527619918,1264315,7.0,10.0,17.0,11,0.08737864077669903,0.0903082527619918,0.17768689353869083,7
4,1,Billy Ray Cyrus,13.0,0.09172685797899122,1284176,11.0,3.0,14.0,7,0.06310679611650485,0.09172685797899122,0.15483365409549607,11
4,1,Joey Fatone,24.0,0.0905616775396254,1267863,1.0,7.0,8.0,4,0.11650485436893204,0.0905616775396254,0.20706653190855745,1
4,1,Leeza Gibbons,15.0,0.09087480629088031,1272247,10.0,5.0,15.0,8,0.07281553398058252,0.09087480629088031,0.16369034027146284,10
4,2,John Ratzenberger,21.0,0.09571164593062181,1339963,6.0,2.0,8.0,1,0.08571428571428572,0.09571164593062181,0.18142593164490753,6
4,2,Ian Ziering,22.0,0.09440506630837202,1321670,5.0,3.0,8.0,2,0.08979591836734693,0.09440506630837202,0.18420098467571894,5
4,2,Clyde Drexler,18.0,0.09763956958593249,1366953,11.0,1.0,12.0,8,0.07346938775510205,0.09763956958593249,0.17110895734103454,10
4,2,Laila Ali,27.0,0.09154501791024404,1281630,1.0,9.0,10.0,6,0.11020408163265306,0.09154501791024404,0.2017490995428971,1
4,2,Apolo Anton Ohno,26.0,0.09177407959913211,1284837,2.0,8.0,10.0,5,0.10612244897959183,0.09177407959913211,0.19789652857872395,2
4,2,Shandi Finnessey,20.0,0.09370263156537674,1311836,10.0,6.0,16.0,10,0.08163265306122448,0.09370263156537674,0.17533528462660122,9
4,2,Paulina Porizkova,21.0,0.06535567816372279,914979,6.0,11.0,17.0,11,0.08571428571428572,0.06535567816372279,0.1510699638780085,11
4,2,Heather Mills,24.0,0.09183907644078784,1285747,3.0,7.0,10.0,4,0.09795918367346938,0.09183907644078784,0.1897982601142572,3
4,2,Billy Ray Cyrus,21.0,0.09382217898669934,1313510,6.0,5.0,11.0,7,0.08571428571428572,0.09382217898669934,0.17953646470098505,8
4,2,Joey Fatone,24.0,0.09032224984610585,1264511,3.0,10.0,13.0,9,0.09795918367346938,0.09032224984610585,0.18828143351957521,4
4,2,Leeza Gibbons,21.0,0.09388280566300465,1314359,6.0,4.0,10.0,3,0.08571428571428572,0.09388280566300465,0.17959709137729035,7
4,3,John Ratzenberger,20.0,0.10626592358906195,1487722,9.0,2.0,11.0,8,0.09174311926605505,0.10626592358906195,0.198009042855117,8
4,3,Ian Ziering,24.0,0.10274382813682145,1438413,1.0,6.0,7.0,1,0.11009174311926606,0.10274382813682145,0.2128355712560875,1
4,3,Clyde Drexler,16.0,0.10791547460886684,1510816,10.0,1.0,11.0,7,0.07339449541284404,0.10791547460886684,0.1813099700217109,9
4,3,Laila Ali,21.0,0.10367798269463269,1451491,6.0,5.0,11.0,9,0.0963302752293578,0.10367798269463269,0.2000082579239905,7
4,3,Apolo Anton Ohno,23.0,0.103972145976899,1455610,5.0,4.0,9.0,4,0.10550458715596331,0.103972145976899,0.2094767331328623,3
4,3,Shandi Finnessey,21.0,0.07442887453359552,1042004,6.0,10.0,16.0,10,0.0963302752293578,0.07442887453359552,0.1707591497629533,10
4,3,Heather Mills,24.0,0.09846956349239641,1378573,1.0,8.0,9.0,5,0.11009174311926606,0.09846956349239641,0.20856130661166247,4
4,3,Billy Ray Cyrus,21.0,0.10552291660122932,1477320,6.0,3.0,9.0,3,0.0963302752293578,0.10552291660122932,0.20185319183058714,6
4,3,Joey Fatone,24.0,0.09676151567681791,1354661,1.0,9.0,10.0,6,0.11009174311926606,0.09676151567681791,0.20685325879608396,5
4,3,Leeza Gibbons,24.0,0.10024177468967903,1403384,1.0,7.0,8.0,2,0.11009174311926606,0.10024177468967903,0.2103335178089451,2
4,4,John Ratzenberger,16.0,0.11857525407090418,1660053,7.0,2.0,9.0,4,0.08421052631578947,0.11857525407090418,0.20278578038669365,7
4,4,Ian Ziering,24.0,0.1134686180920975,1588560,3.0,5.0,8.0,2,0.12631578947368421,0.1134686180920975,0.23978440756578173,3
4,4,Clyde Drexler,15.0,0.1194105257732957,1671747,9.0,1.0,10.0,7,0.07894736842105263,0.1194105257732957,0.19835789419434832,8
4,4,Laila Ali,21.0,0.11593793021109504,1623131,5.0,4.0,9.0,5,0.11052631578947368,0.11593793021109504,0.22646424600056872,6
4,4,Apolo Anton Ohno,26.0,0.11098361252857038,1553770,2.0,6.0,8.0,3,0.1368421052631579,0.11098361252857038,0.2478257177917283,2
4,4,Heather Mills,23.0,0.11024521039501124,1543432,4.0,7.0,11.0,8,0.12105263157894737,0.11024521039501124,0.2312978419739586,4
4,4,Billy Ray Cyrus,21.0,0.11688515967738097,1636392,5.0,3.0,8.0,1,0.11052631578947368,0.11688515967738097,0.22741147546685464,5
4,4,Joey Fatone,28.0,0.10599469007369426,1483925,1.0,8.0,9.0,6,0.14736842105263157,0.10599469007369426,0.2533631111263258,1
4,4,Leeza Gibbons,16.0,0.08849899917795044,1238985,7.0,9.0,16.0,9,0.08421052631578947,0.08849899917795044,0.1727095254937399,9
4,5,John Ratzenberger,18.0,0.13186975648605725,1846176,6.0,1.0,7.0,2,0.10227272727272728,0.13186975648605725,0.23414248375878455,6
4,5,Ian Ziering,24.0,0.12765450416005542,1787163,4.0,3.0,7.0,3,0.13636363636363635,0.12765450416005542,0.26401814052369177,3
4,5,Clyde Drexler,13.0,0.11813308004786521,1653863,8.0,8.0,16.0,8,0.07386363636363637,0.11813308004786521,0.19199671641150157,8
4,5,Laila Ali,28.0,0.12632659475067823,1768572,2.0,4.0,6.0,1,0.1590909090909091,0.12632659475067823,0.2854175038415873,2
4,5,Apolo Anton Ohno,30.0,0.12202262091208377,1708316,1.0,6.0,7.0,4,0.17045454545454544,0.12202262091208377,0.29247716636662924,1
4,5,Heather Mills,21.0,0.12478627935702259,1747007,5.0,5.0,10.0,6,0.11931818181818182,0.12478627935702259,0.2441044611752044,5
4,5,Billy Ray Cyrus,17.0,0.13065902658853248,1829226,7.0,2.0,9.0,5,0.09659090909090909,0.13065902658853248,0.22724993567944157,7
4,5,Joey Fatone,25.0,0.11854813769770539,1659673,3.0,7.0,10.0,7,0.14204545454545456,0.11854813769770539,0.2605935922431599,4
